app|Япония|Japón
app|Ямайка|Jamaica
app|Южный Судан|Sudán del Sur
app|Южная Осетия|Osetia del Sur
app|Южная Джорджия и Южные Сандвичевы острова|Islas Georgias del Sur y Sandwich del Sur
app|Южная Африка|Sudáfrica
app|Эфиопия|Эфиопия
app|Эстония|Estonia
app|Эритрея|Eritrea
app|Эль-Сальвадор|El Salvador
app|Эландские острова|Islas Åland
app|Экваториальная Гвинея|Guinea Ecuatorial
app|Эквадор|Ecuador
app|Шри-Ланка|Sri Lanka
app|Шпицберген и Ян Майен|Spitsbergen y Jan Mayen
app|Швеция|Suecia
app|Швейцария|Suiza
app|Чили|Chile
app|Чешская Республика|República Checa
app|Черногория|Montenegro
app|Чад|Chad
app|Центрально-Африканская Республика|República Centroafricana
app|Хорватия|Croacia
app|Французские Южные территории|Territorios Australes Franceses
app|Французская Полинезия|Polinesia Francesa
app|Французская Гвиана|Guayana Francesa
app|Франция|Francia
app|Фолклендские острова (Мальвинские)|Islas Malvinas (Falkland Islands)
app|Финляндия|Finlandia
app|Филиппины|Filipinas
app|Фиджи|Fiyi
app|Фарерские острова|Islas Feroe
app|Уругвай|Uruguay
app|Уоллис и Футуна|Wallis y Futuna
app|Украина|Ucrania
app|Узбекистан|Uzbekistán
app|Уганда|Uganda
app|Турция|Turquía
app|Туркмения|Turkmenistán
app|Тунис|Túnez
app|Тувалу|Tuvalu
app|Тринидад и Тобаго|Trinidad y Tobago
app|Тонга|Tonga
app|Токелау|Tokelau
app|Того|Togo
app|Тимор-Лесте|Timor Oriental
app|Танзания, Объединенная Республика|Tanzania, República Unida de
app|Тайвань (Китай)|Taiwán (China)
app|Таиланд|Tailandia
app|Таджикистан|Tayikistán
app|Сьерра-Леоне|Sierra Leona
app|Суринам|Suriname
app|Судан|Sudán
app|Сомали|Somalia
app|Соломоновы острова|Islas Salomón
app|Соединенные Штаты|Estados Unidos
app|Соединенное Королевство|El Reino Unido
app|Словения|Eslovenia
app|Словакия|Eslovaquia
app|Сирийская Арабская Республика|República Árabe Siria
app|Синт-Мартен|Sint-Marten
app|Сингапур|Singapur
app|Сейшелы|Seychelles
app|Сербия|Serbia
app|Сент-Пьер и Микелон|San Pedro y Miquelón
app|Сент-Китс и Невис|San Cristóbal y Nieves
app|Сент-Люсия|Santa Lucía
app|Сент-Винсент и Гренадины|San Vicente y las Granadinas
app|Сенегал|Senegal
app|Сен-Мартен|Saint-Martin
app|Сен-Бартельми|San Bartolomé
app|Северные Марианские острова|Islas Marianas del Norte
app|Святая Елена, Остров вознесения, Тристан-да-Кунья|Santa Elena, Isla Ascensión, Tristan da Cunha
app|Свазиленд|Swazilandia
app|Саудовская Аравия|Arabia Saudita
app|Сан-Томе и Принсипи|Santo Tomé y Príncipe
app|Сан-Марино|San marino
app|Самоа|Samoa
app|Румыния|Rumania
app|Руанда|Ruanda
app|Россия|Federación Rusa
app|Реюньон|Reunion
app|Республика Македония|La República de Macedonia
app|Пуэрто-Рико|Puerto Rico
app|Португалия|Portugal
app|Польша|Polonia
app|Питкерн|Pitcairn
app|Перу|Perú
app|Парагвай|Paraguay
app|Папуа-Новая Гвинея|Papúa Nueva Guinea
app|Папский Престол (Государство — город Ватикан)|La Santa Sede (Estado de la Ciudad del Vaticano)
app|Панама|Panamá
app|Палестинская территория, оккупированная|El territorio palestino, ocupado
app|Палау|Palau
app|Пакистан|Pakistán
app|Острова Теркс и Кайкос|Islas Turcas y Caicos
app|Острова Кука|Islas Cook
app|Острова Кайман|Islas Caimán
app|Остров Херд и острова Макдональд|Islas Heard y McDonald
app|Остров Рождества|Isla de Navidad
app|Остров Норфолк|Isla Norfolk
app|Остров Мэн|Isla de Man
app|Остров Буве|Isla Bouvet
app|Оман|Omán
app|Объединенные Арабские Эмираты|Emiratos Árabes Unidos
app|Норвегия|Noruega
app|Новая Каледония|Nueva Caledonia
app|Новая Зеландия|Nueva Zelanda
app|Ниуэ|Niue
app|Никарагуа|Nicaragua
app|Нидерланды|Holanda
app|Нигерия|Nigeria
app|Нигер|Níger
app|Непал|Nepal
app|Науру|Nauru
app|Намибия|Namibia
app|Мьянма|Myanmar
app|Монтсеррат|Montserrat
app|Монголия|Mongolia
app|Монако|Mónaco
app|Молдова, Республика|Moldavia, República de
app|Мозамбик|Mozambique
app|Микронезия, Федеративные Штаты|Micronesia, Estados Federados de
app|Мексика|México
app|Маршалловы острова|Islas Marshall
app|Мартиника|Martinica
app|Марокко|Marruecos
app|Мальта|Malta
app|Мальдивы|Maldivas
app|Малые Тихоокеанские отдаленные острова Соединенных Штатов|Islas menores alejadas de los Estados Unidos
app|Мали|Mali
app|Малайзия|Malasia
app|Малави|Malawi
app|Макао|Macao
app|Майотта|Mayotte
app|Мадагаскар|Madagascar
app|Мавритания|Mauritania
app|Маврикий|Mauricio
app|Люксембург|Luxemburgo
app|Литва|Lituania
app|Лихтенштейн|Liechtenstein
app|Либерия|Liberia
app|Ливийская Арабская Джамахирия|Jamahiriya Árabe Libia
app|Ливан|Líbano
app|Лесото|Lesotho
app|Латвия|Letonia
app|Лаос|Laos
app|Кюрасао|Curazao
app|Кувейт|Kuwait
app|Куба|Cuba
app|Кот д`Ивуар|Costa de Marfil
app|Коста-Рика|Costa Rica
app|Корея, Республика|Corea, República de
app|Корея, Народно-Демократическая Республика|Corea, República Democrática Popular
app|Конго, Демократическая Республика|Congo, República Democrática del
app|Конго|Congo
app|Коморы|Comoras
app|Колумбия|Colombia
app|Кокосовые (Килинг) острова|Islas Cocos (Keeling)
app|Китай|China
app|Кирибати|Kiribati
app|Киргизия|Kirguistán
app|Кипр|Chipre
app|Кения|Kenia
app|Катар|Qatar
app|Канада|Canadá
app|Камерун|Camerún
app|Камбоджа|Camboya
app|Казахстан|Kazakhstan
app|Кабо-Верде|Cabo Verde
app|Йемен|Yemen
app|Италия|Italia
app|Испания|España
app|Исландия|Islandia
app|Ирландия|Irlanda
app|Иран, Исламская Республика|Irán, República Islámica de
app|Ирак|Iraq
app|Иордания|Jordania
app|Индонезия|Indonesia
app|Индия|India
app|Израиль|Israel
app|Зимбабве|Zimbabwe
app|Западная Сахара|Sahara Occidental
app|Замбия|Zambia
app|Египет|Egipto
app|Доминиканская Республика|República Dominicana
app|Доминика|Dominica
app|Джибути|Djibouti
app|Джерси|Jersey
app|Дания|Dinamarca
app|Гуам|Guam
app|Грузия|Georgia
app|Греция|Grecia
app|Гренландия|Groenlandia
app|Гренада|Granada
app|Гонконг|Hong Kong
app|Гондурас|Honduras
app|Гибралтар|Gibraltar
app|Гернси|Guernsey
app|Германия|Alemania
app|Гвинея-Бисау|Guinea-Bissau
app|Гвинея|Guinea
app|Гватемала|Guatemala
app|Гваделупа|Guadalupe
app|Гана|Ghana
app|Гамбия|Gambia
app|Гайана|Guyana
app|Гаити|Haití
app|Габон|Gabón
app|Вьетнам|Vietnam
app|Виргинские острова, США|Islas Vírgenes, Estados Unidos
app|Виргинские острова, Британские|Islas Vírgenes Británicas, británicas
app|Венесуэла Боливарианская Республика|Venezuela República Bolivariana de
app|Венгрия|Hungría
app|Вануату|Vanuatu
app|Бутан|Bhután
app|Бурунди|Burundi
app|Буркина-Фасо|Burkina Faso
app|Бруней-Даруссалам|Brunei Darussalam
app|Британская территория в Индийском океане|Territorio Británico del Océano Índico
app|Бразилия|Brasil
app|Ботсвана|Botswana
app|Босния и Герцеговина|Bosnia y Herzegovina
app|Бонайре, Саба и Синт-Эстатиус|Bonaire, Saba y San Eustaquio
app|Боливия, Многонациональное Государство|Bolivia, Estado Plurinacional de
app|Болгария|Bulgaria
app|Бермуды|Bermuda
app|Бенин|Benín
app|Бельгия|Bélgica
app|Белиз|Belice
app|Беларусь|Belarús
app|Бахрейн|Bahrein
app|Барбадос|Barbados
app|Бангладеш|Bangladesh
app|Багамы|Bahamas
app|Афганистан|Afganistán
app|Аруба|Aruba
app|Армения|Armenia
app|Аргентина|Argentina
app|Антигуа и Барбуда|Antigua y Barbuda
app|Антарктида|Antártida
app|Андорра|Andorra
app|Ангола|Angola
app|Ангилья|Anguila
app|Американское Самоа|Samoa Americana
app|Алжир|Argelia
app|Албания|Albania
app|Азербайджан|Azerbaiyán
app|Австрия|Austria
app|Австралия|Australia
app|Абхазия|Abjasia
